CentroNv2,Mes Ano,Regiao_IM,Municipio,UF,Transações
L5004-CAMPO BELO (0448),2025-09-01,Capital,SÃO PAULO,SP,6599
L5005-BROOKLIN (0475),2025-09-01,Capital,SÃO PAULO,SP,6053
L5006-MARAJOARA (0487),2025-09-01,Capital,SÃO PAULO,SP,8114
L5007-KLABIN (0496),2025-09-01,Capital,SÃO PAULO,SP,4421
L5008-SCS MAUA (0500),2025-09-01,RMSP,SÃO CAETANO DO SUL,SP,5755
L5009-PIRITUBA (0508),2025-09-01,Capital,SÃO PAULO,SP,8309
L5012-SOROCABA (0527),2025-09-01,Interior,SOROCABA,SP,2757
L5013-GRANJA VIANA (0545),2025-09-01,RMSP,COTIA,SP,5331
L5014-ROUXINOL (0567),2025-09-01,Capital,SÃO PAULO,SP,6660
L5015-BARAO ITAPURA (0570),2025-09-01,Interior,CAMPINAS,SP,4381
L5016-ANDRADINA (0573),2025-09-01,Interior,ANDRADINA,SP,3852
L5017-LEOPOLDINA (0576),2025-09-01,Capital,SÃO PAULO,SP,5387
L5018-MOEMA JURUCE (0584),2025-09-01,Capital,SÃO PAULO,SP,8571
L5019-ANGELICA (0684),2025-09-01,Capital,SÃO PAULO,SP,9217
L5020-VILA MARIANA 2 (0779),2025-09-01,Capital,SÃO PAULO,SP,8693
L5021-VILA SAUDE (0782),2025-09-01,Capital,SÃO PAULO,SP,8612
L5022-SAO CAETANO CENTRO (0811),2025-09-01,RMSP,SÃO CAETANO DO SUL,SP,9629
L5023-JOSE BONIFACIO (0813),2025-09-01,Interior,CAMPINAS,SP,4308
L5024-VALINHOS (0814),2025-09-01,Interior,VALINHOS,SP,8053
L5025-PANAMBY (0817),2025-09-01,Capital,SÃO PAULO,SP,7003
L5026-VILA MARIA (0818),2025-09-01,Capital,SÃO PAULO,SP,5809
L5027-ACLIMACAO (0851),2025-09-01,Capital,SÃO PAULO,SP,8776
L5028-VILA PAULICEIA (0853),2025-09-01,Capital,SÃO PAULO,SP,5916
L5030-SAUDADE (0856),2025-09-01,Interior,CAMPINAS,SP,7645
L5031-PERDIZES (0860),2025-09-01,Capital,SÃO PAULO,SP,8025
L5033-SANTANA (0868),2025-09-01,Capital,SÃO PAULO,SP,4255
L5034-D. PEDRO ll (0873),2025-09-01,RMSP,SANTO ANDRÉ,SP,6773
L5035-TREMEMBE (0875),2025-09-01,Capital,SÃO PAULO,SP,6276
L5037-VILA ROMANA (0880),2025-09-01,Capital,SÃO PAULO,SP,6415
L5038-SAO JOSE DOS CAMPOS (0886),2025-09-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7715
L5039-ZELINA (1208),2025-09-01,Capital,SÃO PAULO,SP,7885
L5040-GUARULHOS (1211),2025-09-01,RMSP,GUARULHOS,SP,8062
L5041-TAUBATE (1224),2025-09-01,Interior,TAUBATÉ,SP,4968
L5042-IPIRANGA (1237),2025-09-01,Capital,SÃO PAULO,SP,315
L5043-PORTUGAL (1239),2025-09-01,RMSP,SANTO ANDRÉ,SP,8107
L5044-INDAIATUBA (1243),2025-09-01,Interior,INDAIATUBA,SP,7155
L5045-TATUAPE (1247),2025-09-01,Capital,SÃO PAULO,SP,7103
L5046-VILA CARRAO (1248),2025-09-01,Capital,SÃO PAULO,SP,7831
L5047-SAO BERNARDO (1255),2025-09-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9577
L5048-SJC ANDROMEDA (1261),2025-09-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6585
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-09-01,Interior,RIBEIRÃO PRETO,SP,3460
L5050-SOROCABA W.LUIZ (1273),2025-09-01,Interior,SOROCABA,SP,5661
L5051-VILA PRUDENTE (1276),2025-09-01,Capital,SÃO PAULO,SP,6724
L5052-PINHEIROS (1277),2025-09-01,Capital,SÃO PAULO,SP,4430
L5053-MORUMBI (1278),2025-09-01,Capital,SÃO PAULO,SP,7107
L5054-PLANALTO (1279),2025-09-01,Capital,SÃO PAULO,SP,6857
L5055-CAMBUCI (1284),2025-09-01,Capital,SÃO PAULO,SP,9581
L5056-PENHA (1285),2025-09-01,Capital,SÃO PAULO,SP,8464
L5057-BOQUEIRAO (1289),2025-09-01,Litoral,SANTOS,SP,9085
L5058-JD. BONFIGLIOLI (1291),2025-09-01,Capital,SÃO PAULO,SP,8965
L5059-TUTOIA (1294),2025-09-01,Capital,SÃO PAULO,SP,7150
L5060-RIVIERA (1300),2025-09-01,Litoral,BERTIOGA,SP,4565
L5061-BOSQUE MAIA (1304),2025-09-01,RMSP,GUARULHOS,SP,6437
L5062-ASSUNCAO (1310),2025-09-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11606
L5063-SAO CAMILO (1311),2025-09-01,RMSP,COTIA,SP,4579
L5064-CHACARA INGLESA (1312),2025-09-01,Capital,SÃO PAULO,SP,8404
L5065-LINS DE VASCONCELOS (1313),2025-09-01,Capital,SÃO PAULO,SP,7384
L5066-CARAPICUIBA (1317),2025-09-01,RMSP,CARAPICUÍBA,SP,5665
L5067-CHACARA ST. ANTONIO (1318),2025-09-01,Capital,SÃO PAULO,SP,6391
L5068-BOSQUE DA SAUDE (1321),2025-09-01,Capital,SÃO PAULO,SP,8795
L5069-AGUA RASA (1322),2025-09-01,Capital,SÃO PAULO,SP,7528
L5070-BORGES LAGOA (1323),2025-09-01,Capital,SÃO PAULO,SP,5531
L5071-BELA VISTA (1326),2025-09-01,Capital,SÃO PAULO,SP,9957
L5072-SERRA DE JAPI (1330),2025-09-01,Capital,SÃO PAULO,SP,7375
L5073-VILA GUILHERME (1331),2025-09-01,Capital,SÃO PAULO,SP,7795
L5074-VOLUNTARIOS DA PATRIA (1335),2025-09-01,Capital,SÃO PAULO,SP,5466
L5076-PIRACICABA (1337),2025-09-01,Interior,PIRACICABA,SP,6012
L5077-OSCAR FREIRE (1341),2025-09-01,Capital,SÃO PAULO,SP,8248
L5078-CAMPO BELO 2 (1342),2025-09-01,Capital,SÃO PAULO,SP,4557
L5081-VILA OLIMPIA (1345),2025-09-01,Capital,SÃO PAULO,SP,4850
L5082-VILA ANDRADE (1346),2025-09-01,Capital,SÃO PAULO,SP,7626
L5083-BARCELONA (1347),2025-09-01,RMSP,SÃO CAETANO DO SUL,SP,6081
L5084-GUAIPA (1349),2025-09-01,Capital,SÃO PAULO,SP,6337
L5086-PORTAL DO MORUMBI (1352),2025-09-01,Capital,SÃO PAULO,SP,10692
L5087-ALBERTO ANDALO (1353),2025-09-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4546
L5088-PONTA DA PRAIA (1363),2025-09-01,Litoral,SANTOS,SP,10802
L5089-BOA VISTA (1364),2025-09-01,RMSP,SÃO CAETANO DO SUL,SP,7024
L5090-NORTE SUL (1365),2025-09-01,Interior,CAMPINAS,SP,4575
L5091-NOVA CANTAREIRA (1366),2025-09-01,Capital,SÃO PAULO,SP,6627
L5092-VILA AUGUSTA (1374),2025-09-01,RMSP,GUARULHOS,SP,7396
L5093-PERDIZES 2 (1376),2025-09-01,Capital,SÃO PAULO,SP,6887
L5095-VILLA LOBOS (1380),2025-09-01,Capital,SÃO PAULO,SP,3762
L5097-JUNDIAI (1404),2025-09-01,Interior,JUNDIAÍ,SP,5780
L5098-AUTONOMISTAS (1405),2025-09-01,RMSP,OSASCO,SP,9171
L5099-VILA MATILDE (1421),2025-09-01,Capital,SÃO PAULO,SP,10086
L5100-INTERLAGOS (1431),2025-09-01,Capital,SÃO PAULO,SP,7048
L5101-CIDADE SAO FRANCISCO (1432),2025-09-01,Capital,SÃO PAULO,SP,7073
L5102-POMPEIA DESEMBARGADOR (1449),2025-09-01,Capital,SÃO PAULO,SP,7716
L5103-ATIBAIA (1454),2025-09-01,Interior,ATIBAIA,SP,12354
L5105-DOM PEDRO I (1457),2025-09-01,RMSP,SANTO ANDRÉ,SP,7873
L5106-GUILHERMINA (1516),2025-09-01,Litoral,PRAIA GRANDE,SP,7486
L5107-MANDAQUI (1521),2025-09-01,Capital,SÃO PAULO,SP,5375
L5108-MOGI DAS CRUZES (1527),2025-09-01,RMSP,MOGI DAS CRUZES,SP,6144
L5109-SANTOS POMPEIA,2025-09-01,Litoral,SANTOS,SP,9307
L5111-VINHEDO,2025-09-01,Interior,VINHEDO,SP,3600
L5112-BAURU,2025-09-01,Interior,BAURU,SP,3101
L5113-ANASTACIO,2025-09-01,Capital,SÃO PAULO,SP,7997
L5114-106 ASA SUL,2025-09-01,DF,BRASÍLIA,DF,4160
L5116-ENSEADA,2025-09-01,Litoral,GUARUJÁ,SP,4931
L5117-NOVA GRANADA,2025-09-01,RMSP,OSASCO,SP,9541
L5118-ARACATUBA,2025-09-01,Interior,ARAÇATUBA,SP,3178
L5119-AGUAS CLARAS (ARAUCARIAS),2025-09-01,DF,BRASÍLIA,DF,6502
L5120-ITU,2025-09-01,Interior,ITU,SP,5243
L5121-VILA MASCOTE,2025-09-01,Capital,SÃO PAULO,SP,9949
L5122-PONTE RASA,2025-09-01,Capital,SÃO PAULO,SP,9822
L5123-SAO VICENTE,2025-09-01,Litoral,SÃO VICENTE,SP,8425
L5124-BOTUCATU,2025-09-01,Interior,BOTUCATU,SP,5069
L5126-CELSO GARCIA,2025-09-01,Capital,SÃO PAULO,SP,8780
L5127-SAO ROQUE,2025-09-01,Interior,SÃO ROQUE,SP,9068
L5129-REAL PARQUE,2025-09-01,Capital,SÃO PAULO,SP,3362
L5130-TUPI,2025-09-01,Litoral,PRAIA GRANDE,SP,7214
L5131-TAUBATE SAO GERALDO,2025-09-01,Interior,TAUBATÉ,SP,5645
L5132-CANTO DO FORTE,2025-09-01,Litoral,PRAIA GRANDE,SP,7196
L5134-GILBERTO SALOMAO,2025-09-01,DF,BRASÍLIA,DF,3566
L5135-402 ASA SUL,2025-09-01,DF,BRASÍLIA,DF,3150
L5136-RIB.PRETO ALTO DA BOA VISTA,2025-09-01,Interior,RIBEIRÃO PRETO,SP,4785
L5138-306 ASA NORTE,2025-09-01,DF,BRASÍLIA,DF,6586
L5139-SBC RUDGE RAMOS,2025-09-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7981
L5140-OSASCO KM 18,2025-09-01,RMSP,OSASCO,SP,8881
L5141-ALTO TAQUARAL,2025-09-01,Interior,CAMPINAS,SP,4881
L5142-MARILIA,2025-09-01,Interior,MARÍLIA,SP,3376
L5143-AQUARIUS,2025-09-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6395
L5144-EMBU DAS ARTES,2025-09-01,RMSP,EMBU DAS ARTES,SP,6726
L5145-TAMBORE,2025-09-01,RMSP,SANTANA DE PARNAÍBA,SP,3624
L5146-ITATIBA,2025-09-01,Interior,ITATIBA,SP,4755
L5147-ROLAND GARROS,2025-09-01,Capital,SÃO PAULO,SP,5951
L5148-PARQUE DO CARMO,2025-09-01,Capital,SÃO PAULO,SP,7007
L5149-ALTO DA MOOCA,2025-09-01,Capital,SÃO PAULO,SP,10353
L5150-ARARAQUARA,2025-09-01,Interior,ARARAQUARA,SP,5333
L5151-PINDAMONHANGABA,2025-09-01,Interior,PINDAMONHANGABA,SP,3719
L5152-ALTO DA BOA VISTA,2025-09-01,Capital,SÃO PAULO,SP,8362
L5153-EMBARE,2025-09-01,Litoral,SANTOS,SP,12064
L5154-RIO CLARO,2025-09-01,Interior,RIO CLARO,SP,3338
L5155-SUZANO,2025-09-01,RMSP,SUZANO,SP,6701
L5156-JARDIM PRUDENCIA,2025-09-01,Capital,SÃO PAULO,SP,8748
L5158-LEBLON,2025-09-01,RJ,RIO DE JANEIRO,RJ,6231
L5159-COTIA KM 39,2025-09-01,RMSP,COTIA,SP,7319
L5160-GUARATINGUETA,2025-09-01,Interior,GUARATINGUETÁ,SP,5793
L5161-ITANHAEM,2025-09-01,Litoral,ITANHAÉM,SP,6675
L5163-TAQUARI,2025-09-01,DF,BRASÍLIA,DF,4016
L5164-ITAPETININGA,2025-09-01,Interior,ITAPETININGA,SP,4514
L5165-MOGI DAS CRUZES MOGILAR,2025-09-01,RMSP,MOGI DAS CRUZES,SP,6588
L5166-MAIRIPORA,2025-09-01,RMSP,MAIRIPORÃ,SP,8750
L5168-SALTO,2025-09-01,Interior,SALTO,SP,4875
L5169-JACAREI,2025-09-01,Interior,JACAREÍ,SP,6354
L5172-PRESIDENTE PRUDENTE,2025-09-01,Interior,PRESIDENTE PRUDENTE,SP,4405
L5173-PERUIBE,2025-09-01,Litoral,PERUÍBE,SP,5862
L5174-PERI PERI,2025-09-01,Capital,SÃO PAULO,SP,5738
L5175-PARQUE SAO LUCAS,2025-09-01,Capital,SÃO PAULO,SP,9447
L5176-BRAGANCA PAULISTA,2025-09-01,Interior,BRAGANÇA PAULISTA,SP,10028
L5177-FREGUESIA DO O,2025-09-01,Capital,SÃO PAULO,SP,7589
L5178-PERIMETRAL,2025-09-01,RMSP,SANTO ANDRÉ,SP,7687
L5179-VILA YARA,2025-09-01,RMSP,OSASCO,SP,9411
L5180-FREI CANECA,2025-09-01,Capital,SÃO PAULO,SP,8363
L5181-RIBEIRAO PIRES,2025-09-01,RMSP,RIBEIRÃO PIRES,SP,6215
L5182-SAO JOSE DO RIO PRETO (DAMHA),2025-09-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,3727
L5184-PRACA VARNHAGEM,2025-09-01,RJ,RIO DE JANEIRO,RJ,8090
L5185-CLODOMIRO,2025-09-01,Capital,SÃO PAULO,SP,4699
L5186-VILA DAS MERCES,2025-09-01,Capital,SÃO PAULO,SP,7704
L5187-MUTIRAO,2025-09-01,GO,GOIÂNIA,GO,3978
L5188-CAJAMAR,2025-09-01,RMSP,CAJAMAR,SP,9097
L5192-ALPHAVILLE CONDE,2025-09-01,RMSP,BARUERI,SP,7900
L5193-COTIA,2025-09-01,RMSP,COTIA,SP,6918
L5195-LEME,2025-09-01,Interior,LEME,SP,3177
L5197-LIMEIRA,2025-09-01,Interior,LIMEIRA,SP,4057
L5198-VILA RESENDE,2025-09-01,Interior,PIRACICABA,SP,4658
L5199-CASA VERDE,2025-09-01,Capital,SÃO PAULO,SP,7339
L5200-JUVENTUS,2025-09-01,Capital,SÃO PAULO,SP,5943
L5201-ANA COSTA,2025-09-01,Litoral,SANTOS,SP,9987
L5202-VILA CAICARA,2025-09-01,Litoral,PRAIA GRANDE,SP,8558
L5204-ITAQUA,2025-09-01,RMSP,ITAQUAQUECETUBA,SP,6167
L5205-GRANJA KM 26,2025-09-01,RMSP,COTIA,SP,3459
L5206-CACHOEIRINHA,2025-09-01,Capital,SÃO PAULO,SP,4711
L5207-SANTO ANDRE ORATORIO,2025-09-01,RMSP,SANTO ANDRÉ,SP,9412
L5209-ITABERABA,2025-09-01,Capital,SÃO PAULO,SP,8272
L5210-CAMPANELLA,2025-09-01,Capital,SÃO PAULO,SP,8450
L5213-REMEDIOS ONIX,2025-09-01,Capital,SÃO PAULO,SP,6563
L5214-SAO MIGUEL,2025-09-01,Capital,SÃO PAULO,SP,6873
L5215-VILA EMA,2025-09-01,Capital,SÃO PAULO,SP,7672
L5216-UBATUBA,2025-09-01,Litoral,UBATUBA,SP,4736
L5218-PARELHEIROS,2025-09-01,Capital,SÃO PAULO,SP,9351
L5219-AV. ITAQUERA,2025-09-01,Capital,SÃO PAULO,SP,6497
L5220-PLANALTO,2025-09-01,RMSP,SÃO BERNARDO DO CAMPO,SP,5344
L5221-BARUERI (BETHAVILLE),2025-09-01,RMSP,BARUERI,SP,7059
L5223-CAMPO LIMPO,2025-09-01,Capital,SÃO PAULO,SP,12354
L5225-ARUJA,2025-09-01,RMSP,ARUJÁ,SP,6525
L5227-CRUZEIRO,2025-09-01,Interior,CRUZEIRO,SP,4976
L5229-GLAUCIO GIL,2025-09-01,RJ,RIO DE JANEIRO,RJ,6217
L5230-LARGO DO MACHADO,2025-09-01,RJ,RIO DE JANEIRO,RJ,11898
L5231-SOROCABA PANNUNZIO,2025-09-01,Interior,SOROCABA,SP,6242
L5232-PARQUE ECOLOGICO,2025-09-01,Interior,INDAIATUBA,SP,8355
L5233-MONGAGUA,2025-09-01,Litoral,MONGAGUÁ,SP,6910
L5235-LOUVEIRA,2025-09-01,Interior,LOUVEIRA,SP,3690
L5236-JACAREI VILLA BRANCA,2025-09-01,Interior,JACAREÍ,SP,4892
L5237-PAULINIA,2025-09-01,Interior,PAULÍNIA,SP,6984
L5239-CACAPAVA,2025-09-01,Interior,CAÇAPAVA,SP,4807
L5240-BARAO GERALDO,2025-09-01,Interior,CAMPINAS,SP,5473
L5241-ITAPEVI,2025-09-01,RMSP,ITAPEVI,SP,7465
L5242-RECREIO,2025-09-01,RJ,RIO DE JANEIRO,RJ,2787
L5243-MONTE CASTELO,2025-09-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,4752
L5244-TAGUATINGA SUL,2025-09-01,DF,BRASÍLIA,DF,4229
L5245-MAUA 2,2025-09-01,RMSP,MAUÁ,SP,8404
L5246-MALL MULTI GERMINARE,2025-09-01,Capital,SÃO PAULO,SP,16122
L5248-SBC PEREIRA BARRETO,2025-09-01,RMSP,SÃO BERNARDO DO CAMPO,SP,7580
L5249-SANTA TERESINHA,2025-09-01,RMSP,SANTO ANDRÉ,SP,8104
L5250-VILA RICA,2025-09-01,Capital,SÃO PAULO,SP,6324
L5251-JANGADEIROS,2025-09-01,Capital,SÃO PAULO,SP,6233
L5252-14 DE DEZEMBRO,2025-09-01,Interior,JUNDIAÍ,SP,6532
L5253-HORTO,2025-09-01,Capital,SÃO PAULO,SP,5647
L5259-ALL WAYS MALL,2025-09-01,RJ,RIO DE JANEIRO,RJ,4637
L5261-UNIMART,2025-09-01,Interior,CAMPINAS,SP,7540
L5262-URBANOVA,2025-09-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,3652
L5266-MATEO BEI,2025-09-01,Capital,SÃO PAULO,SP,6886
L5267-JAU,2025-09-01,Interior,JAÚ,SP,2474
L5268-TIBURCIO,2025-09-01,Capital,SÃO PAULO,SP,7623
L5272-ILHABELA,2025-09-01,Litoral,ILHABELA,SP,6233
L5273-MORRO GRANDE,2025-09-01,Capital,SÃO PAULO,SP,6003
L5277-VILA CURUCA (NORDESTINA),2025-09-01,Capital,SÃO PAULO,SP,7029
L5278-ITAPECERICA DA SERRA,2025-09-01,RMSP,ITAPECERICA DA SERRA,SP,6224
L5279-BOX CAIEIRAS,2025-09-01,RMSP,CAIEIRAS,SP,4380
L5281-OLIVEIRA FREIRE,2025-09-01,Capital,SÃO PAULO,SP,5260
L5282-PARQUE OLIMPICO,2025-09-01,RJ,RIO DE JANEIRO,RJ,7094
L5283-ALDEIA DA SERRA,2025-09-01,RMSP,BARUERI,SP,4794
L5284-25 DE AGOSTO,2025-09-01,RJ,DUQUE DE CAXIAS,RJ,4853
L5001-RIBEIRAO PRETO (0217),2025-10-01,Interior,RIBEIRÃO PRETO,SP,9525
L5002-ALPHAVILLE (0290),2025-10-01,RMSP,BARUERI,SP,7356
L5003-LINS (0340),2025-10-01,Interior,LINS,SP,7936
L5004-CAMPO BELO (0448),2025-10-01,Capital,SÃO PAULO,SP,6756
L5005-BROOKLIN (0475),2025-10-01,Capital,SÃO PAULO,SP,6079
L5006-MARAJOARA (0487),2025-10-01,Capital,SÃO PAULO,SP,8030
L5007-KLABIN (0496),2025-10-01,Capital,SÃO PAULO,SP,4048
L5008-SCS MAUA (0500),2025-10-01,RMSP,SÃO CAETANO DO SUL,SP,6062
L5009-PIRITUBA (0508),2025-10-01,Capital,SÃO PAULO,SP,8906
L5012-SOROCABA (0527),2025-10-01,Interior,SOROCABA,SP,2963
L5013-GRANJA VIANA (0545),2025-10-01,RMSP,COTIA,SP,5668
L5014-ROUXINOL (0567),2025-10-01,Capital,SÃO PAULO,SP,6922
L5015-BARAO ITAPURA (0570),2025-10-01,Interior,CAMPINAS,SP,4538
L5016-ANDRADINA (0573),2025-10-01,Interior,ANDRADINA,SP,4236
L5017-LEOPOLDINA (0576),2025-10-01,Capital,SÃO PAULO,SP,5590
L5018-MOEMA JURUCE (0584),2025-10-01,Capital,SÃO PAULO,SP,9036
L5019-ANGELICA (0684),2025-10-01,Capital,SÃO PAULO,SP,9342
L5020-VILA MARIANA 2 (0779),2025-10-01,Capital,SÃO PAULO,SP,7161
L5021-VILA SAUDE (0782),2025-10-01,Capital,SÃO PAULO,SP,8929
L5022-SAO CAETANO CENTRO (0811),2025-10-01,RMSP,SÃO CAETANO DO SUL,SP,9865
L5023-JOSE BONIFACIO (0813),2025-10-01,Interior,CAMPINAS,SP,4499
L5024-VALINHOS (0814),2025-10-01,Interior,VALINHOS,SP,8237
L5025-PANAMBY (0817),2025-10-01,Capital,SÃO PAULO,SP,6298
L5026-VILA MARIA (0818),2025-10-01,Capital,SÃO PAULO,SP,5917
L5027-ACLIMACAO (0851),2025-10-01,Capital,SÃO PAULO,SP,9100
L5028-VILA PAULICEIA (0853),2025-10-01,Capital,SÃO PAULO,SP,5962
L5030-SAUDADE (0856),2025-10-01,Interior,CAMPINAS,SP,7686
L5031-PERDIZES (0860),2025-10-01,Capital,SÃO PAULO,SP,8422
L5033-SANTANA (0868),2025-10-01,Capital,SÃO PAULO,SP,4407
L5034-D. PEDRO ll (0873),2025-10-01,RMSP,SANTO ANDRÉ,SP,6941
L5035-TREMEMBE (0875),2025-10-01,Capital,SÃO PAULO,SP,6467
L5037-VILA ROMANA (0880),2025-10-01,Capital,SÃO PAULO,SP,6632
L5038-SAO JOSE DOS CAMPOS (0886),2025-10-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,7874
L5039-ZELINA (1208),2025-10-01,Capital,SÃO PAULO,SP,8294
L5040-GUARULHOS (1211),2025-10-01,RMSP,GUARULHOS,SP,8354
L5041-TAUBATE (1224),2025-10-01,Interior,TAUBATÉ,SP,4607
L5042-IPIRANGA (1237),2025-10-01,Capital,SÃO PAULO,SP,10285
L5043-PORTUGAL (1239),2025-10-01,RMSP,SANTO ANDRÉ,SP,8307
L5044-INDAIATUBA (1243),2025-10-01,Interior,INDAIATUBA,SP,7481
L5045-TATUAPE (1247),2025-10-01,Capital,SÃO PAULO,SP,7392
L5046-VILA CARRAO (1248),2025-10-01,Capital,SÃO PAULO,SP,7991
L5047-SAO BERNARDO (1255),2025-10-01,RMSP,SÃO BERNARDO DO CAMPO,SP,9768
L5048-SJC ANDROMEDA (1261),2025-10-01,Interior,SÃO JOSÉ DOS CAMPOS,SP,6778
L5049-RIB.PRETO INDEPENDENCIA (1266),2025-10-01,Interior,RIBEIRÃO PRETO,SP,3876
L5050-SOROCABA W.LUIZ (1273),2025-10-01,Interior,SOROCABA,SP,5917
L5051-VILA PRUDENTE (1276),2025-10-01,Capital,SÃO PAULO,SP,6882
L5052-PINHEIROS (1277),2025-10-01,Capital,SÃO PAULO,SP,4607
L5053-MORUMBI (1278),2025-10-01,Capital,SÃO PAULO,SP,7164
L5054-PLANALTO (1279),2025-10-01,Capital,SÃO PAULO,SP,6860
L5055-CAMBUCI (1284),2025-10-01,Capital,SÃO PAULO,SP,9695
L5056-PENHA (1285),2025-10-01,Capital,SÃO PAULO,SP,5522
L5057-BOQUEIRAO (1289),2025-10-01,Litoral,SANTOS,SP,9402
L5058-JD. BONFIGLIOLI (1291),2025-10-01,Capital,SÃO PAULO,SP,9197
L5059-TUTOIA (1294),2025-10-01,Capital,SÃO PAULO,SP,7423
L5060-RIVIERA (1300),2025-10-01,Litoral,BERTIOGA,SP,5331
L5061-BOSQUE MAIA (1304),2025-10-01,RMSP,GUARULHOS,SP,6487
L5062-ASSUNCAO (1310),2025-10-01,RMSP,SÃO BERNARDO DO CAMPO,SP,11602
L5063-SAO CAMILO (1311),2025-10-01,RMSP,COTIA,SP,4879
L5064-CHACARA INGLESA (1312),2025-10-01,Capital,SÃO PAULO,SP,8256
L5065-LINS DE VASCONCELOS (1313),2025-10-01,Capital,SÃO PAULO,SP,7577
L5066-CARAPICUIBA (1317),2025-10-01,RMSP,CARAPICUÍBA,SP,5676
L5067-CHACARA ST. ANTONIO (1318),2025-10-01,Capital,SÃO PAULO,SP,6458
L5068-BOSQUE DA SAUDE (1321),2025-10-01,Capital,SÃO PAULO,SP,8749
L5069-AGUA RASA (1322),2025-10-01,Capital,SÃO PAULO,SP,7938
L5070-BORGES LAGOA (1323),2025-10-01,Capital,SÃO PAULO,SP,5855
L5071-BELA VISTA (1326),2025-10-01,Capital,SÃO PAULO,SP,9715
L5072-SERRA DE JAPI (1330),2025-10-01,Capital,SÃO PAULO,SP,7610
L5073-VILA GUILHERME (1331),2025-10-01,Capital,SÃO PAULO,SP,7855
L5074-VOLUNTARIOS DA PATRIA (1335),2025-10-01,Capital,SÃO PAULO,SP,5768
L5076-PIRACICABA (1337),2025-10-01,Interior,PIRACICABA,SP,6045
L5077-OSCAR FREIRE (1341),2025-10-01,Capital,SÃO PAULO,SP,8180
L5078-CAMPO BELO 2 (1342),2025-10-01,Capital,SÃO PAULO,SP,4581
L5081-VILA OLIMPIA (1345),2025-10-01,Capital,SÃO PAULO,SP,4955
L5082-VILA ANDRADE (1346),2025-10-01,Capital,SÃO PAULO,SP,7735
L5083-BARCELONA (1347),2025-10-01,RMSP,SÃO CAETANO DO SUL,SP,5934
L5084-GUAIPA (1349),2025-10-01,Capital,SÃO PAULO,SP,6520
L5086-PORTAL DO MORUMBI (1352),2025-10-01,Capital,SÃO PAULO,SP,11000
L5087-ALBERTO ANDALO (1353),2025-10-01,Interior,SÃO JOSÉ DO RIO PRETO,SP,4555
L5088-PONTA DA PRAIA (1363),2025-10-01,Litoral,SANTOS,SP,10994
L5089-BOA VISTA (1364),2025-10-01,RMSP,SÃO CAETANO DO SUL,SP,6915
L5090-NORTE SUL (1365),2025-10-01,Interior,CAMPINAS,SP,4790
L5091-NOVA CANTAREIRA (1366),2025-10-01,Capital,SÃO PAULO,SP,6917
L5092-VILA AUGUSTA (1374),2025-10-01,RMSP,GUARULHOS,SP,7599
L5093-PERDIZES 2 (1376),2025-10-01,Capital,SÃO PAULO,SP,7063
L5095-VILLA LOBOS (1380),2025-10-01,Capital,SÃO PAULO,SP,4021
L5097-JUNDIAI (1404),2025-10-01,Interior,JUNDIAÍ,SP,6040
L5098-AUTONOMISTAS (1405),2025-10-01,RMSP,OSASCO,SP,9494
L5099-VILA MATILDE (1421),2025-10-01,Capital,SÃO PAULO,SP,10665
L5100-INTERLAGOS (1431),2025-10-01,Capital,SÃO PAULO,SP,7179
L5101-CIDADE SAO FRANCISCO (1432),2025-10-01,Capital,SÃO PAULO,SP,7319
L5102-POMPEIA DESEMBARGADOR (1449),2025-10-01,Capital,SÃO PAULO,SP,8212
L5103-ATIBAIA (1454),2025-10-01,Interior,ATIBAIA,SP,12739
L5105-DOM PEDRO I (1457),2025-10-01,RMSP,SANTO ANDRÉ,SP,7873
L5106-GUILHERMINA (1516),2025-10-01,Litoral,PRAIA GRANDE,SP,7878
L5107-MANDAQUI (1521),2025-10-01,Capital,SÃO PAULO,SP,5663
L5108-MOGI DAS CRUZES (1527),2025-10-01,RMSP,MOGI DAS CRUZES,SP,6330
L5109-SANTOS POMPEIA,2025-10-01,Litoral,SANTOS,SP,9800
L5111-VINHEDO,2025-10-01,Interior,VINHEDO,SP,3670
L5112-BAURU,2025-10-01,Interior,BAURU,SP,3162
L5113-ANASTACIO,2025-10-01,Capital,SÃO PAULO,SP,8165
L5114-106 ASA SUL,2025-10-01,DF,BRASÍLIA,DF,4511
L5116-ENSEADA,2025-10-01,Litoral,GUARUJÁ,SP,5286
L5117-NOVA GRANADA,2025-10-01,RMSP,OSASCO,SP,9478
L5118-ARACATUBA,2025-10-01,Interior,ARAÇATUBA,SP,3374
L5119-AGUAS CLARAS (ARAUCARIAS),2025-10-01,DF,BRASÍLIA,DF,7396
